id,timestamp,player_id,aim_offset_x,aim_offset_y,hit_x,hit_y,hit_z,aimbot
45,2025-06-18T20:24:21.111531,BP_TelemetryFPS4Character_C_0,322.14,322.35,-3005.03,1618.05,402.95,0
46,2025-06-18T20:24:21.277196,BP_TelemetryFPS4Character_C_0,322.14,322.35,-3005.03,1618.05,402.95,0
47,2025-06-18T20:24:21.444905,BP_TelemetryFPS4Character_C_0,322.14,322.35,-3005.03,1618.05,402.95,0
48,2025-06-18T20:24:21.716388,BP_TelemetryFPS4Character_C_0,322.14,322.35,-3005.03,1618.05,402.95,0
49,2025-06-18T20:24:24.941752,BP_TelemetryFPS4Character_C_0,353.61,272.65,-3316.23,1110.38,610.73,0
50,2025-06-18T20:24:25.108261,BP_TelemetryFPS4Character_C_0,353.61,272.65,-3316.23,1110.38,610.73,0
51,2025-06-18T20:24:25.244200,BP_TelemetryFPS4Character_C_0,353.61,272.65,-3316.23,1110.38,610.73,0
52,2025-06-18T20:24:25.411782,BP_TelemetryFPS4Character_C_0,353.61,272.65,-3316.23,1110.38,610.73,0
53,2025-06-18T20:24:25.613214,BP_TelemetryFPS4Character_C_0,353.61,272.65,-3316.23,1110.38,610.73,0
54,2025-06-18T20:24:26.790916,BP_TelemetryFPS4Character_C_0,354.2,271.51,-3321.51,1105.18,613,0
55,2025-06-18T20:24:26.958812,BP_TelemetryFPS4Character_C_0,354.2,271.51,-3321.51,1105.18,613,0
56,2025-06-18T20:24:27.126005,BP_TelemetryFPS4Character_C_0,354.2,271.51,-3321.51,1105.18,613,0
57,2025-06-18T20:24:27.328042,BP_TelemetryFPS4Character_C_0,354.2,271.51,-3321.51,1105.18,613,0
58,2025-06-18T20:24:27.461220,BP_TelemetryFPS4Character_C_0,354.2,271.51,-3321.51,1105.18,613,0
59,2025-06-18T20:24:29.844800,BP_TelemetryFPS4Character_C_0,353.86,268.01,-3246.21,1110.99,610.59,0
60,2025-06-18T20:24:30.250142,BP_TelemetryFPS4Character_C_0,353.86,268.01,-3246.21,1110.99,610.59,0
61,2025-06-18T20:24:30.585526,BP_TelemetryFPS4Character_C_0,3.28,267.46,-3246.89,1155.08,653.1,0
62,2025-06-18T20:24:31.060758,BP_TelemetryFPS4Character_C_0,2.95,267.95,-3245.05,1150.96,651.98,0
63,2025-06-18T20:24:31.228076,BP_TelemetryFPS4Character_C_0,2.95,267.95,-3245.05,1150.96,651.98,0
64,2025-06-18T20:24:31.700576,BP_TelemetryFPS4Character_C_0,4.3,250.95,-3308.75,1176.53,656.56,0
65,2025-06-18T20:24:32.205389,BP_TelemetryFPS4Character_C_0,3.62,253.6,-3308.06,1142.72,655.93,0
66,2025-06-18T20:24:32.340170,BP_TelemetryFPS4Character_C_0,3.62,253.6,-3317.33,1111.22,647.85,0
67,2025-06-18T20:24:32.540805,BP_TelemetryFPS4Character_C_0,3.62,253.6,-3317.79,1109.65,608.92,0
68,2025-06-18T20:24:32.709183,BP_TelemetryFPS4Character_C_0,3.62,253.6,-3317.12,1111.91,576.41,0
69,2025-06-18T20:24:37.358085,BP_TelemetryFPS4Character_C_0,17.85,202.53,-3295.86,1100.49,659.08,0
70,2025-06-18T20:24:38.499358,BP_TelemetryFPS4Character_C_0,17.85,202.53,-3298.01,1110.72,642,0
71,2025-06-18T20:24:38.667446,BP_TelemetryFPS4Character_C_0,17.85,202.53,-3298.01,1110.72,642,0
72,2025-06-18T20:24:39.004014,BP_TelemetryFPS4Character_C_0,17.85,202.53,-3298.01,1110.72,642,0
73,2025-06-18T20:24:39.136480,BP_TelemetryFPS4Character_C_0,17.85,202.53,-3298.01,1110.72,642,0
74,2025-06-18T20:28:34.909460,BP_TelemetryFPS4Character_C_0,357.09,152.68,-1604.21,526.05,255.8,0
75,2025-06-18T20:28:35.104437,BP_TelemetryFPS4Character_C_0,357.09,152.68,-1538.63,414.23,261.37,0
76,2025-06-18T20:28:35.272969,BP_TelemetryFPS4Character_C_0,357.09,152.68,-1416.99,382.7,267.59,0
77,2025-06-18T20:28:35.472744,BP_TelemetryFPS4Character_C_0,357.09,152.68,-1312.28,339.89,273.31,0
78,2025-06-18T20:28:35.810445,BP_TelemetryFPS4Character_C_0,357.09,152.68,-1120.76,260.38,283.81,0
79,2025-06-18T20:28:38.835124,BP_TelemetryFPS4Character_C_0,356.92,153.51,-2115.49,736.95,258.46,0
80,2025-06-18T20:28:38.968920,BP_TelemetryFPS4Character_C_0,356.92,153.51,-2023.95,753.16,262.48,0
81,2025-06-18T20:28:39.842941,BP_TelemetryFPS4Character_C_0,356.92,154.57,-1531.21,579.56,273.59,0
82,2025-06-18T20:28:39.977052,BP_TelemetryFPS4Character_C_0,356.92,154.57,-1454.85,538.22,277.47,0
83,2025-06-18T20:28:40.749379,BP_TelemetryFPS4Character_C_0,356.92,154.57,-1033.51,401.61,298.66,0
84,2025-06-18T20:28:43.299021,BP_TelemetryFPS4Character_C_0,357.87,182.48,-2356.5,1006.06,257.88,0
85,2025-06-18T20:28:43.467421,BP_TelemetryFPS4Character_C_0,357.87,182.48,-2253.83,1047.2,261.55,0
86,2025-06-18T20:28:43.601604,BP_TelemetryFPS4Character_C_0,357.87,182.48,-2173.27,1122.93,264.61,0
87,2025-06-18T20:28:43.768338,BP_TelemetryFPS4Character_C_0,357.87,182.48,-2078.81,1117.65,268.03,0
88,2025-06-18T20:28:43.969092,BP_TelemetryFPS4Character_C_0,357.87,182.48,-1945.16,1066.38,270.9,0
89,2025-06-18T20:28:49.376636,BP_TelemetryFPS4Character_C_0,357.02,159.89,-1751.55,756.62,241.79,0
90,2025-06-18T20:28:49.537994,BP_TelemetryFPS4Character_C_0,357.02,159.89,-1649.01,710.5,241.96,0
91,2025-06-18T20:28:49.741619,BP_TelemetryFPS4Character_C_0,357.02,159.89,-1543.19,652.77,246.53,0
92,2025-06-18T20:28:49.940962,BP_TelemetryFPS4Character_C_0,357.02,159.89,-1442.77,616,252.09,0
93,2025-06-18T20:28:50.108783,BP_TelemetryFPS4Character_C_0,357.02,159.89,-1351.6,582.62,257.13,0
94,2025-06-18T20:28:53.870465,BP_TelemetryFPS4Character_C_0,358.13,172.61,-2006.37,1003.23,264.49,0
95,2025-06-18T20:28:54.038718,BP_TelemetryFPS4Character_C_0,358.13,172.61,-1933.79,904.68,267.46,0
96,2025-06-18T20:28:54.240999,BP_TelemetryFPS4Character_C_0,358.13,172.61,-1804.3,914.75,271.62,0
97,2025-06-18T20:28:56.822872,BP_TelemetryFPS4Character_C_0,338.02,181.37,-311.45,840.13,278.35,0
98,2025-06-18T20:28:57.023887,BP_TelemetryFPS4Character_C_0,338.4,181,-311.52,841.09,279.31,0
99,2025-06-18T20:28:59.204339,BP_TelemetryFPS4Character_C_0,358.89,171.59,-1814.12,1012.87,279.78,0
100,2025-06-18T20:29:00.947916,BP_TelemetryFPS4Character_C_0,340.45,169.34,-769.97,954.57,136.06,0
101,2025-06-18T20:29:01.350645,BP_TelemetryFPS4Character_C_0,344.64,168.46,-524.79,912.96,246.46,0
102,2025-06-18T20:29:01.552648,BP_TelemetryFPS4Character_C_0,344.64,168.64,-415.66,890.13,277.09,0
103,2025-06-18T20:29:01.720142,BP_TelemetryFPS4Character_C_0,344.64,168.64,-387.01,884.37,285.11,0
104,2025-06-18T20:29:03.165551,BP_TelemetryFPS4Character_C_0,357.98,171.11,-2427.81,1040.65,240.09,0
105,2025-06-18T20:29:03.366635,BP_TelemetryFPS4Character_C_0,357.98,171.11,-2308.54,1009.5,243.95,0
106,2025-06-18T20:29:03.533377,BP_TelemetryFPS4Character_C_0,357.98,171.11,-2198.77,994.97,245.84,0
107,2025-06-18T20:29:03.769152,BP_TelemetryFPS4Character_C_0,357.98,171.11,-2069.68,1006.19,247.07,0
108,2025-06-18T20:29:04.174612,BP_TelemetryFPS4Character_C_0,357.98,171.11,-1835.26,984.6,259.05,0
109,2025-06-18T20:29:08.405238,BP_TelemetryFPS4Character_C_0,358.67,173,-2286.68,1056.95,270.88,0
110,2025-06-18T20:29:08.643081,BP_TelemetryFPS4Character_C_0,358.32,173,-2148.11,955.4,266.58,0
111,2025-06-18T20:29:08.877119,BP_TelemetryFPS4Character_C_0,358.32,173,-1996.25,970.45,270.95,0
112,2025-06-18T20:29:09.079792,BP_TelemetryFPS4Character_C_0,358.32,173,-1887.9,1037.79,272.76,0
113,2025-06-18T20:29:09.584629,BP_TelemetryFPS4Character_C_0,358.32,173,-1601.47,928.79,273.74,0
114,2025-06-30T13:38:04.732953,BP_TelemetryFPS4Character_C_0,357.58,160.24,-1595.52,404.54,264.88,0
115,2025-06-30T13:38:05.162402,BP_TelemetryFPS4Character_C_0,357.22,162.37,-1305.83,357.36,273.01,0
116,2025-06-30T13:38:07.106837,BP_TelemetryFPS4Character_C_0,340.32,305.15,-1049.79,810.33,250.59,0
117,2025-06-30T13:38:07.409240,BP_TelemetryFPS4Character_C_0,339.97,304.45,-1111.91,963.86,248.9,0
118,2025-06-30T13:38:09.053248,BP_TelemetryFPS4Character_C_0,347.26,88.21,-1549.72,958.7,266.35,0
119,2025-06-30T13:38:09.688187,BP_TelemetryFPS4Character_C_0,350.09,93.52,-1641.58,659.78,264.64,0
120,2025-06-30T13:38:09.855515,BP_TelemetryFPS4Character_C_0,350.09,93.52,-1609.82,550.57,266.38,0
121,2025-06-30T13:38:10.022129,BP_TelemetryFPS4Character_C_0,350.09,93.52,-1550.02,489.75,265.65,0
122,2025-06-30T13:38:10.292224,BP_TelemetryFPS4Character_C_0,350.09,93.52,-1600.67,314.18,272.94,0
123,2025-06-30T13:38:10.426347,BP_TelemetryFPS4Character_C_0,350.09,93.52,-1572.5,209.66,276.24,0
124,2025-06-30T13:38:13.309822,BP_TelemetryFPS4Character_C_0,357.06,163.46,-2232.88,806.63,257.45,0
125,2025-06-30T13:38:13.647489,BP_TelemetryFPS4Character_C_0,357.23,163.63,-2047.14,706.47,261.44,0
126,2025-06-30T13:38:13.848124,BP_TelemetryFPS4Character_C_0,357.23,163.63,-1926.59,707.61,262.25,0
127,2025-06-30T13:38:14.016101,BP_TelemetryFPS4Character_C_0,357.23,163.63,-1822.29,690.82,262.62,0
128,2025-06-30T13:38:14.184043,BP_TelemetryFPS4Character_C_0,357.23,163.63,-1749.98,606.48,263.29,0
129,2025-06-30T13:38:17.707756,BP_TelemetryFPS4Character_C_0,359.04,169.6,-2521.29,1037.24,275,0
130,2025-06-30T13:38:18.042813,BP_TelemetryFPS4Character_C_0,359.04,169.6,-2319.04,1014.42,275.31,0
131,2025-06-30T13:38:18.358492,BP_TelemetryFPS4Character_C_0,359.04,169.6,-2120.26,1006.62,276.28,0
132,2025-06-30T13:38:18.882113,BP_TelemetryFPS4Character_C_0,359.04,169.6,-1812.65,981.57,287.39,0
133,2025-06-30T13:38:19.489250,BP_TelemetryFPS4Character_C_0,357.97,170.67,-1485.5,894.91,273.46,0
134,2025-06-30T13:38:22.510856,BP_TelemetryFPS4Character_C_0,358.93,173.04,-2629.14,1097.02,268.23,0
135,2025-06-30T13:38:22.679988,BP_TelemetryFPS4Character_C_0,358.93,173.04,-2542.8,1005.21,271.43,0
136,2025-06-30T13:38:23.152203,BP_TelemetryFPS4Character_C_0,356.7,165.8,-2258.47,1021.72,213.74,0
137,2025-06-30T13:38:23.755176,BP_TelemetryFPS4Character_C_0,356.7,165.8,-1885.73,982.92,231.86,0
138,2025-06-30T13:38:23.956490,BP_TelemetryFPS4Character_C_0,356.7,165.8,-1772.3,933.61,245.18,0
139,2025-06-30T13:38:27.720982,BP_TelemetryFPS4Character_C_0,358.53,170.99,-2518.55,1096.1,261.11,0
140,2025-06-30T13:38:27.922147,BP_TelemetryFPS4Character_C_0,358.53,170.99,-2387.47,1011.89,261.97,0
141,2025-06-30T13:38:28.292083,BP_TelemetryFPS4Character_C_0,358.53,170.99,-2190.68,941.5,262.73,0
142,2025-06-30T13:38:28.458242,BP_TelemetryFPS4Character_C_0,358.53,170.99,-2056.84,994.71,263.8,0
143,2025-06-30T13:38:28.628179,BP_TelemetryFPS4Character_C_0,358.53,170.99,-1956.76,1021.53,265.51,0
144,2025-06-30T13:38:32.250258,BP_TelemetryFPS4Character_C_0,357.78,177.78,-2761.15,1173.7,268.66,0
145,2025-06-30T13:38:32.719620,BP_TelemetryFPS4Character_C_0,357.37,175.11,-2499.53,1070.74,252.49,0
146,2025-06-30T13:38:33.559634,BP_TelemetryFPS4Character_C_0,356.41,160.49,-2000.67,975.72,230.45,0
147,2025-06-30T13:38:33.761161,BP_TelemetryFPS4Character_C_0,356.59,160.49,-1887.45,972.26,234.66,0
148,2025-06-30T13:38:34.835779,BP_TelemetryFPS4Character_C_0,354.12,190.95,-1259.39,933.18,224.88,0
149,2025-06-30T13:38:39.434250,BP_TelemetryFPS4Character_C_0,358.27,169.62,-1496.11,943.67,278.41,0
150,2025-06-30T13:38:39.601806,BP_TelemetryFPS4Character_C_0,358.27,169.62,-1388.07,923.9,278.55,0
151,2025-06-30T13:38:39.771979,BP_TelemetryFPS4Character_C_0,358.27,169.62,-1289.68,905.88,279.17,0
152,2025-06-30T13:38:39.974811,BP_TelemetryFPS4Character_C_0,358.27,169.62,-1181.01,885.98,281.46,0
153,2025-06-30T13:38:42.355805,BP_TelemetryFPS4Character_C_0,342.89,15.24,-654.07,167.55,256.09,0
154,2025-06-30T13:38:44.575796,BP_TelemetryFPS4Character_C_0,355.93,167.93,-1502.19,544.55,248.83,0
155,2025-06-30T13:38:44.777414,BP_TelemetryFPS4Character_C_0,355.93,167.93,-1399.26,522.54,256.32,0
156,2025-06-30T13:38:45.244462,BP_TelemetryFPS4Character_C_0,353.76,183.34,-1111.47,464.61,262.02,0
157,2025-06-30T13:38:46.186588,BP_TelemetryFPS4Character_C_0,337.35,241.02,-837.34,677.03,246.58,0
158,2025-06-30T13:38:46.621802,BP_TelemetryFPS4Character_C_0,338.41,240.49,-819.8,711.35,250.87,0
159,2025-06-30T13:38:48.336040,BP_TelemetryFPS4Character_C_0,356.46,173.38,-2136.24,1038.62,199.24,0
160,2025-06-30T13:38:48.909090,BP_TelemetryFPS4Character_C_0,357.36,172.84,-1799.18,1021.25,241.66,0
161,2025-06-30T13:38:49.277731,BP_TelemetryFPS4Character_C_0,357.36,172.84,-1580.25,1079.39,259.35,0
162,2025-06-30T13:38:49.444456,BP_TelemetryFPS4Character_C_0,357.36,172.84,-1477.21,983.44,265.61,0
163,2025-06-30T13:38:49.644114,BP_TelemetryFPS4Character_C_0,357.36,172.84,-1359.74,978.7,271.22,0
164,2025-06-30T13:38:52.969624,BP_TelemetryFPS4Character_C_0,356.83,174.96,-2368.23,1069.76,203.78,0
165,2025-06-30T13:38:53.372159,BP_TelemetryFPS4Character_C_0,356.83,174.96,-2117.4,1062.51,228.84,0
166,2025-06-30T13:38:53.539588,BP_TelemetryFPS4Character_C_0,356.83,174.96,-2012.25,1071.13,239.42,0
167,2025-06-30T13:38:53.906910,BP_TelemetryFPS4Character_C_0,356.83,174.96,-1791.98,1022.16,261.99,0
168,2025-06-30T13:38:54.075008,BP_TelemetryFPS4Character_C_0,356.83,174.96,-1691.36,1027.93,269.9,0
169,2025-06-30T13:38:57.499469,BP_TelemetryFPS4Character_C_0,358.79,171.38,-2642.36,1090.81,259.21,0
170,2025-06-30T13:38:57.667217,BP_TelemetryFPS4Character_C_0,358.79,171.38,-2531.33,1056.18,263.69,0
171,2025-06-30T13:38:57.868600,BP_TelemetryFPS4Character_C_0,358.79,171.38,-2450.83,971.25,267.4,0
172,2025-06-30T13:38:58.070820,BP_TelemetryFPS4Character_C_0,358.79,171.38,-2316.89,974.95,272.52,0
173,2025-06-30T13:38:58.273034,BP_TelemetryFPS4Character_C_0,358.79,171.38,-2183.59,1026.88,277.09,0
174,2025-06-30T13:54:33.090970,BP_TelemetryFPS4Character_C_0,359.34,176.84,-845.23,973.74,301.13,0
175,2025-06-30T13:54:38.571681,BP_TelemetryFPS4Character_C_0,319.12,307.76,-553.88,915.6,272.3,0
176,2025-06-30T13:54:38.661517,BP_TelemetryFPS4Character_C_0,319.12,307.76,-553.88,915.6,272.3,0
177,2025-06-30T13:54:38.862184,BP_TelemetryFPS4Character_C_0,319.12,307.76,-553.88,915.6,272.3,0
178,2025-06-30T13:54:38.997101,BP_TelemetryFPS4Character_C_0,319.12,307.76,-553.88,915.6,272.3,0
179,2025-06-30T13:54:39.096936,BP_TelemetryFPS4Character_C_0,319.12,307.76,-553.88,915.6,272.3,0
180,2025-06-30T13:54:40.474861,BP_TelemetryFPS4Character_C_0,321.81,273.58,-567.17,872.92,273.52,0
181,2025-06-30T13:54:40.744420,BP_TelemetryFPS4Character_C_0,322.33,273.93,-568.11,872.64,273.77,0
182,2025-06-30T13:54:41.044892,BP_TelemetryFPS4Character_C_0,321.46,279.88,-564.07,873.45,273.39,0
183,2025-06-30T13:54:41.245304,BP_TelemetryFPS4Character_C_0,321.46,281.78,-560.93,873.92,273.36,0
184,2025-06-30T13:54:41.414565,BP_TelemetryFPS4Character_C_0,321.46,281.78,-559.26,874.15,273.39,0
185,2025-06-30T13:54:41.783415,BP_TelemetryFPS4Character_C_0,321.46,281.78,-527.13,807.06,267.96,0
186,2025-06-30T13:55:00.746584,BP_TelemetryFPS4Character_C_0,318.28,129.52,-2153.29,1178.65,266.68,0
187,2025-06-30T13:55:00.945142,BP_TelemetryFPS4Character_C_0,318.28,129.52,-2153.29,1178.65,266.68,0
188,2025-06-30T13:55:01.079694,BP_TelemetryFPS4Character_C_0,318.28,129.52,-2153.29,1178.65,266.68,0
189,2025-06-30T13:55:01.181177,BP_TelemetryFPS4Character_C_0,318.28,129.52,-2153.29,1178.65,266.68,0
190,2025-06-30T13:55:01.349825,BP_TelemetryFPS4Character_C_0,318.28,129.52,-2153.29,1178.65,266.68,0
191,2025-06-30T13:55:02.458604,BP_TelemetryFPS4Character_C_0,342.22,189.28,-2174.64,1121.69,287.1,0
192,2025-06-30T13:55:02.795625,BP_TelemetryFPS4Character_C_0,342.08,191.73,-2217.31,1097.31,272.86,0
193,2025-06-30T13:55:03.198701,BP_TelemetryFPS4Character_C_0,324.76,153.04,-2170.15,1133.03,273.82,0
194,2025-06-30T13:55:03.399778,BP_TelemetryFPS4Character_C_0,324.76,153.04,-2169.37,1139.53,273.08,0
195,2025-06-30T13:55:03.567931,BP_TelemetryFPS4Character_C_0,324.76,153.04,-2177.64,1157.41,265.17,0
196,2025-06-30T13:55:03.701218,BP_TelemetryFPS4Character_C_0,324.76,153.04,-2177.27,1163.44,265.62,0
197,2025-06-30T13:55:04.407637,BP_TelemetryFPS4Character_C_0,306.66,112.45,-2144.67,1181.18,265.55,0
198,2025-06-30T13:55:05.346915,BP_TelemetryFPS4Character_C_0,327.07,134.85,-2201.01,1167.85,274.37,0
199,2025-06-30T13:55:05.546828,BP_TelemetryFPS4Character_C_0,326.89,134.85,-2200.96,1167.8,274.27,0
200,2025-06-30T13:55:05.715047,BP_TelemetryFPS4Character_C_0,326.89,134.85,-2200.96,1167.8,274.27,0
201,2025-06-30T13:55:05.847301,BP_TelemetryFPS4Character_C_0,326.89,134.85,-2200.96,1167.8,274.27,0
202,2025-06-30T13:55:06.016479,BP_TelemetryFPS4Character_C_0,326.89,134.85,-2200.96,1167.8,274.27,0
203,2025-06-30T13:55:06.185472,BP_TelemetryFPS4Character_C_0,326.89,134.85,-2204.87,1171.23,271.16,0
204,2025-06-30T13:55:06.588115,BP_TelemetryFPS4Character_C_0,300.04,96.46,-2164.34,1174.6,267.41,0
205,2025-06-30T13:55:06.822362,BP_TelemetryFPS4Character_C_0,300.04,96.46,-2164.34,1174.6,267.41,0
206,2025-06-30T13:55:06.957666,BP_TelemetryFPS4Character_C_0,300.04,96.46,-2164.34,1174.6,267.41,0
207,2025-06-30T13:55:25.629547,BP_TelemetryFPS4Character_C_0,341.9,27.59,-3022.93,721.79,289.17,0
208,2025-06-30T13:55:25.922245,BP_TelemetryFPS4Character_C_0,341.38,18.31,-3021.08,712.08,289.42,0
209,2025-06-30T13:55:26.156900,BP_TelemetryFPS4Character_C_0,341.03,16.04,-2951,711.55,293.63,0
210,2025-06-30T13:55:26.359235,BP_TelemetryFPS4Character_C_0,340.85,16.74,-2886.58,679.94,272.2,0
211,2025-06-30T13:55:26.561321,BP_TelemetryFPS4Character_C_0,341.9,23.04,-2880.67,703.86,271.06,0
212,2025-06-30T13:55:26.864822,BP_TelemetryFPS4Character_C_0,345.23,45.26,-2913.71,785.03,274.67,0
213,2025-06-30T13:55:27.032988,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2921.45,789.66,272.95,0
214,2025-06-30T13:55:27.266759,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2914.67,789.35,277.92,0
215,2025-06-30T13:55:27.434992,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2922.88,789.27,272.21,0
216,2025-06-30T13:55:27.703413,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2922.51,789.78,272.06,0
217,2025-06-30T13:55:27.872163,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2921.67,790.04,272.9,0
218,2025-06-30T13:55:28.041440,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2921.66,790.05,272.9,0
219,2025-06-30T13:55:28.209261,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2921.66,790.05,272.9,0
220,2025-06-30T13:55:28.377014,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2921.67,790.05,272.9,0
221,2025-06-30T13:55:28.544639,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2921.99,789.7,273.03,0
222,2025-06-30T13:55:28.712294,BP_TelemetryFPS4Character_C_0,345.23,47.01,-2902.38,810.74,265.44,0
223,2025-06-30T13:55:28.879425,BP_TelemetryFPS4Character_C_0,338.75,30.39,-2956.09,697.48,280.83,0
224,2025-06-30T13:55:29.148268,BP_TelemetryFPS4Character_C_0,339.28,26.54,-2947.94,691.6,280.38,0
225,2025-06-30T13:55:29.553142,BP_TelemetryFPS4Character_C_0,339.1,27.06,-2949.34,692.3,280.32,0
226,2025-07-03T12:21:11.189398,BP_TelemetryFPS4Character_C_0,347.71,149.67,-948.7,989.31,270.27,0
227,2025-07-03T12:21:11.328128,BP_TelemetryFPS4Character_C_0,347.71,149.67,-968.91,913.02,258.12,0
